rgi_index,volume,volume_change,area
11055,314547157.89160156,-62203568.116355896,3675000.0
11056,3633.25341796875,-588830.86328125,30000.0
11057,12933750.858642578,-1366488.3846817017,315000.0
11058,16304635.983791351,-6316477.982177734,302500.0
11059,14637231.225036621,-2283034.907348633,327500.0
11060,458908.2657470703,-451895.36181640625,42500.0
11061,116966.8557434082,-219822.2734375,50000.0
11062,9865.835186004639,-383441.28369140625,42500.0
11063,19096084.309417725,-7751262.305480957,560000.0
11064,2651.9868392944336,-160250.06219482422,60000.0
11065,51876039.36767578,-10124029.19908142,770000.0
11066,365440.54150390625,-295084.60302734375,32500.0
11067,4823007.252304077,-1275654.5698394775,145000.0
11068,1302322.1069335938,-860238.2321166992,115000.0
11069,655255409.5384521,-124442166.82052231,5982500.0
11070,21950661.56640625,-2481575.925666809,422500.0
11071,7313944.442155838,-3249439.9318847656,260000.0
11072,4654.114284515381,-880664.672416687,77500.0
11073,1517756.370437622,-849737.5805664062,80000.0
11074,264543410.84960938,-64355144.90507889,3355000.0
11075,6457.005752563477,-369360.255859375,27500.0
11076,11819.608512878418,-337352.83642578125,40000.0
11077,31583216.559570312,-7796106.8203125,647500.0
11078,966164.8076171875,-132744.0397758484,37500.0
11079,45047866.75854492,-9108047.077209473,1107500.0
11080,353990.6883544922,-526611.5029296875,40000.0
11081,101726.00503540039,-326249.333984375,27500.0
11082,8723697.066894531,-4063756.6389160156,237500.0
11083,1019074.5786132812,-683187.0936279297,62500.0
11084,43308756.677734375,-7361492.751968384,790000.0
11085,284755.93420410156,-314750.22705078125,37500.0
11086,438153.5855150223,-263025.58984375,55000.0
11087,36277107.21861267,-12874369.361877441,780000.0
11088,109125418.68310547,-28391120.642822266,1695000.0
11089,11792812.36541748,-4648809.8583984375,275000.0
11090,24224879.832885742,-4425683.2540893555,457500.0
11091,65749962.4140625,-14437784.63332367,860000.0
11092,297691.63671875,-145456.73309326172,27500.0
11093,59236.6337890625,-133721.33114624023,30000.0
11094,7800.124584674835,-546777.7510986328,47500.0
11095,3399193.7265625,-464554.9479980469,97500.0
11096,1257527.4682617188,-924808.9814453125,55000.0
11097,6028174.027832031,-1855106.501953125,160000.0
11098,61828866.683532715,-8556032.86984253,750000.0
11099,631453.9600219727,-1105491.6201171875,85000.0
11100,46932128.46777344,-9354751.423034668,610000.0
11101,1302331.927017212,-10272.116821289062,52500.0
11102,1132003.9260253906,-1149075.7001953125,70000.0
11103,932084.570098877,-98608.42029571533,65000.0
11104,293762.2501525879,30008.478149414062,32500.0
11105,1561278.1528930664,-183250.05380249023,65000.0
11106,1332006.5892419815,-1190184.421875,90000.0
11107,45658877.725940704,-20222860.78878784,1030000.0
11108,605018.5297851562,-217499.79467773438,35000.0
11109,14002935.908935547,-4638573.0419921875,295000.0
11110,1279711.2725830078,78172.01684570312,65000.0
11111,6090.858818054199,-298531.42822265625,27500.0
11112,21179146.36376953,-4048908.290008545,370000.0
11113,1352855.8056640625,-414202.34759521484,60000.0
11114,13632.994506835938,-405119.9765625,22500.0
11115,35738647.494140625,-4115100.6776428223,475000.0
11116,7681796.8486328125,-1798473.8422851562,182500.0
11117,17127781.359924316,-5159693.55859375,342500.0
11118,602855215.1420898,-33272668.10028982,5475000.0
11119,34433083.95524597,-8260031.761245728,695000.0
11120,32574738.193756104,-11368879.476348877,730000.0
11121,1213270.3995361328,-766045.6774902344,67500.0
11122,379924.11322021484,62400.8349609375,50000.0
11123,500487.151763916,-102281.76971435547,42500.0
11124,13053499.519042969,-2310537.7396240234,320000.0
11125,480664.3408203125,50287.4128112793,42500.0
11126,175974327.5493164,-55066133.13671875,1830000.0
11127,2450106542.960308,-279311678.080492,19300000.0
11128,60255435.75134277,-10974978.782531738,850000.0
11129,723478447.0424347,-68662075.29256022,6422500.0
11130,3058.4661712646484,-175066.21339416504,25000.0
11131,9381891.495117188,-4309974.46484375,315000.0
11132,222949332.7734375,-31699838.050964355,2380000.0
11133,6686912.7001953125,-1942271.4075927734,130000.0
11134,32046204.78076172,-3804860.88835907,577500.0
11135,1046818.5712890625,-48436.86444091797,52500.0
11136,1934184.953125,254621.55419921875,75000.0
11137,69816753.1796875,-16999459.827461243,1240000.0
11138,228056.40264892578,32885.03039550781,20000.0
11139,2084227.1506958008,-1030280.2697753906,95000.0
11140,640608191.0029297,-68514528.91934204,4347500.0
11141,829947.1640625,217206.08422851562,47500.0
11142,719879.6064453125,150243.6875,40000.0
11143,55902.15222167969,9906.23095703125,37500.0
11144,125279491.49536133,-18064598.502944946,1862500.0
11145,10090097.362792969,-4273056.894042969,197500.0
11146,292613400.95835876,-29811037.25732422,1640000.0
11147,20698598.526306152,-1213339.7248764038,660000.0
11148,4848082093.787125,-355956409.61509895,26515000.0
11149,502581.3046875,-121119.88330078125,35000.0
11150,636304.623123169,-351991.4997558594,62500.0
11151,391107.7511291504,-472191.931640625,40000.0
11152,1508388.3452148438,-110157.439453125,77500.0
11153,758103.3708496094,-498809.830078125,37500.0
11154,485921.50830078125,105358.50451660156,35000.0
11155,505859.20234680176,-279469.4011230469,35000.0
11156,406039.7208251953,0.0,30000.0
11157,1041440578.1494141,-116773360.77980423,6705000.0
11158,118618.32641601562,-210771.6688232422,30000.0
11159,339924.21252441406,-129210.44995117188,35000.0
11160,92235973.47338867,-14366907.958557129,1050000.0
11161,24684903.65600586,-5045640.560089111,457500.0
11162,33137275.885742188,-7010420.892929077,585000.0
11163,31516288.82409668,-5898846.37121582,655000.0
11164,34714747.60839844,-7872908.812297821,735000.0
11165,60354.40193557739,-16790.8324508667,27500.0
11166,76396.81494140625,-671097.9013671875,67500.0
11167,20767941.791137695,-3477417.274749756,277500.0
11168,78110770.32421875,-11227833.384765625,905000.0
11169,1715029.1422729492,-1366263.0002441406,120000.0
11170,40678750.17871094,-5149032.663223267,685000.0
11171,635218.697265625,9628.294464111328,35000.0
11172,4763210.806396484,-1463467.7143554688,120000.0
11173,129269391.16925049,-59465511.97651863,1802500.0
11174,1100136.0794296265,108137.68859863281,70000.0
11175,89125334.79663086,-16944862.949058533,1530000.0
11176,953261.4877929688,-1048402.5563964844,85000.0
11177,56979686.345703125,-16363469.292236328,815000.0
11178,341596.5227050781,-204217.83447265625,25000.0
11179,1809951.412109375,-592229.1088867188,75000.0
11180,25300399.66394043,-6588884.672363281,395000.0
11181,1098494.2540893555,-690667.8251953125,60000.0
11182,3613638.5834350586,-677871.406463623,190000.0
11183,166568.84356689453,118435.91999053955,27500.0
11184,264483.0170288086,-133518.50268554688,35000.0
11185,105431341.30041504,-25551392.60986328,1665000.0
11186,2047262.5834960938,-549297.82421875,62500.0
11187,3953823.7685546875,-1603116.021736145,202500.0
11188,5299342.859863281,-1639925.7035217285,190000.0
11189,4957.448791503906,331206.3984375,27500.0
11190,199951605.91241455,-28734969.25364685,1877500.0
11191,32474899.956054688,-2797766.760871887,575000.0
11192,823103.3969726562,-840162.6135253906,57500.0
11193,317198.7922363281,-808422.5419921875,45000.0
11194,3437290.2465820312,-2120811.0263671875,125000.0
11195,374186300.6280861,-79335781.10043812,4262500.0
11196,25672412.975830078,-5563838.122955322,450000.0
11197,10186619.487792969,-3451940.0162353516,250000.0
11198,229236664.73535156,-36510590.196819305,2915000.0
11199,14725092.310424805,-3750625.21295166,382500.0
11200,4400953.73046875,-845746.8159179688,180000.0
11201,31199.029738903046,-1122584.7275390625,65000.0
11202,1484806.6134643555,-561650.0587768555,92500.0
11203,6583.696031570435,-437620.3798828125,40000.0
11204,591169.3076171875,0.0,30000.0
11205,20145.469219207764,-68.37566375732422,32500.0
11207,1200158.95703125,-186475.72589111328,42500.0
11208,11680.253295898438,-102038.91162109375,32500.0
11209,4408412.776855469,-1238113.8257102966,197500.0
11210,25995780.337524414,-6130022.140533447,492500.0
11211,12675476.389427185,-4665845.5986328125,420000.0
11212,42013794.2532959,-6065572.397583008,717500.0
11213,70313.88220214844,-96524.29986572266,35000.0
11214,177682156.80055237,-26455871.044952393,3220000.0
11215,814201.2353515625,-452174.4521484375,50000.0
11216,246287.23364257812,-58085.117126464844,27500.0
11217,7501746.7392578125,-923929.5260009766,190000.0
11218,324208.6075439453,-664233.4743652344,52500.0
11219,10682.073406219482,-864285.890625,37500.0
11220,57632227.45361328,-16473160.919433594,860000.0
11221,822254.9497070312,-985218.4970703125,47500.0
11222,42391056.88623047,-9155491.393249512,670000.0
11223,879202.6591796875,-86211.3350982666,52500.0
11224,13119716.432434082,-2238639.4057769775,370000.0
11225,2984355.602355957,-1102955.8692626953,117500.0
11226,198777.71630859375,140250.29397583008,25000.0
11227,2578592.0053138733,-828262.5168914795,105000.0
11228,67052562.99169922,-15535804.777404785,847500.0
11229,41799931.14819336,-10540480.965576172,580000.0
11230,5773768.466003418,-1575509.3763122559,197500.0
11231,136301099.9506836,-26614192.986854553,1677500.0
11232,2148578.06640625,-888746.1875,100000.0
11234,259641.046875,148185.19189453125,25000.0
11235,461027.14404296875,-107466.14642333984,32500.0
11236,2687437.2880859375,-958482.0055847168,92500.0
11237,3800113.9184570312,-1296242.7424316406,160000.0
11238,2773152.0455322266,-1519043.1630859375,97500.0
11239,101247.67386627197,461915.6865539551,47500.0
11240,326375284.2285156,-42896339.08218002,3245000.0
11241,1240617.2255859375,-544403.111328125,27500.0
11242,108563.46306991577,-2487768.328125,110000.0
11243,5830718.923828125,-1202055.2770385742,157500.0
11244,11329199.396728516,-2561381.500305176,345000.0
11245,154888.97912597656,130491.41394042969,32500.0
11246,199883.33992004395,-1534057.4855957031,167500.0
11247,419315.44744205475,-4751473.545227051,307500.0
11248,23279.512985229492,-1281256.1708984375,70000.0
11249,13010.04426574707,-280213.18688964844,57500.0
11250,3867779.3497314453,-703587.5732421875,80000.0
11251,599334.5651855469,160855.66467285156,45000.0
11252,946866.1728057861,-485715.6474609375,65000.0
11253,772486.380859375,-316502.541015625,45000.0
11254,3913078.5024414062,-4248653.9921875,147500.0
11255,29581171.83544922,-13119130.709594727,547500.0
11256,3122951.9435424805,-1391556.220703125,122500.0
11257,8818773.068603516,-4834615.677734375,242500.0
11258,744153.6331329346,-366935.8337402344,65000.0
11259,1394759.630783081,-483789.216796875,70000.0
11260,18673392.814208984,-11118680.887695312,392500.0
11261,9842405.04663086,-5488262.330078125,310000.0
11262,9932403.380859375,-6849796.3447265625,315000.0
11263,6092510.428222656,-2827032.5231933594,267500.0
11264,1682541.4243164062,-659766.9918484688,87500.0
11265,3274516.5336914062,-1711224.6401367188,112500.0
11266,1448648.8237304688,-396244.5075683594,60000.0
11267,1947333.1127929688,-1425972.733581543,115000.0
11268,1073290.0709500313,-211640.88442230225,62500.0
11269,1501189.38671875,-252626.99060058594,55000.0
11270,2397020.9541015625,-1439272.6337890625,100000.0
11271,8680958.66015625,-3365161.02734375,190000.0
11272,418260.6061706543,-554060.419921875,37500.0
11273,4828764.477783203,-1871279.7857208252,175000.0
11274,20811819.366210938,-8878657.135742188,400000.0
11275,3648935.9742126465,-1929679.2223815918,132500.0
11276,3319008.3232421875,-570307.5546875,95000.0
11277,1607450.423400879,-433856.5397949219,85000.0
11278,513882.5375366211,-559883.09765625,50000.0
11279,4642046.31161499,-393464.7299194336,70000.0
11280,580603.1475830078,-137888.01599121094,47500.0
11281,1809901.7700805664,-900660.3293457031,107500.0
11282,665588.0180664062,-252483.6473388672,40000.0
11283,1544130.0551757812,-871253.3330078125,62500.0
11284,5700259.953460693,252331.62310791016,75000.0
11285,19076244.28173828,-6311078.627609253,425000.0
11286,8580733.903320312,-5722889.778198242,307500.0
11287,4216586.17388916,-4594170.089355469,192500.0
11288,8454080.030273438,-3698002.9697265625,185000.0
11289,1595817.3051757812,-688894.9686813354,72500.0
11290,419486.9831466675,-323132.1796875,35000.0
11291,566392.3500747681,-411101.267578125,57500.0
11292,9026.19727897644,-554297.6444702148,65000.0
11293,777075.2275009155,-488763.7883300781,62500.0
11294,3472759.942138672,-2449638.245666504,145000.0
11295,526745.0360107422,-330904.9035644531,45000.0
11296,603911.3908691406,-176071.4423828125,40000.0
11297,1305395.9313964844,221918.9771118164,75000.0
11298,1217558.3850097656,-485139.04064941406,82500.0
11299,3392539.2736816406,-2356206.378967285,170000.0
11300,88948.91372680664,-245076.37231445312,37500.0
11301,619071.72265625,129304.640625,30000.0
11302,35018644.203125,-8019387.080089569,735000.0
11303,8762747.883483887,-755501.3487548828,227500.0
11304,118537277.34558105,-24504020.915664673,1480000.0
11305,5099659.0236206055,-563372.7489624023,162500.0
11306,219797221.60205078,-26369765.08183098,2510000.0
11307,1078442016.9169922,-134660669.35846996,9785000.0
11308,176742508.7109375,-20555385.20047474,2360000.0
11309,5751985.008666992,-1681343.182800293,195000.0
11310,65350910.15053558,-12098419.964704514,1395000.0
11311,3324849.2217712402,-677462.2883605957,177500.0
11312,30613405.771484375,-7765700.424713135,785000.0
11313,2977932.6618652344,-383159.8583908081,182500.0
11314,1954822.7231445312,-233360.3187866211,170000.0
11315,241074377.9039421,-47036933.422958374,3250000.0
11316,8609756.096679688,-1258009.591061592,217500.0
11317,60065760.1027832,-10058181.467497349,975000.0
11318,142185219.93847656,-23641340.441060066,2237500.0
11319,33981331.57556152,-7161688.805805683,710000.0
11320,10408892.512207031,-5233699.7431640625,292500.0
11321,70288919.06422424,-15360174.906269073,1165000.0
11322,12302654.183868408,-1983260.623413086,300000.0
11323,52895193.12536621,-5960825.154418945,695000.0
11326,192459.96754455566,-46191.21472930908,72500.0
11329,2686417.87890625,-798350.3689880371,137500.0
11330,1801771.359588623,-280178.9296875,112500.0
11331,3920476.580253601,-95276.52899169922,142500.0
11332,56743364.21862793,-17280636.76728058,1147500.0
11333,22615820.44921875,-3246991.4125671387,450000.0
11334,160850326.29736328,-30871411.687862396,2562500.0
11335,64834.273498535156,-27894.32721710205,47500.0
11336,2651817.8658447266,-1013684.871181488,175000.0
11337,4786527.7734375,-1354383.3533258438,142500.0
11338,5522441.544616699,-357251.89392089844,185000.0
11341,6720861.7041015625,-2460552.1389160156,215000.0
11342,19220860.803833008,-6490674.677032471,520000.0
11343,16368272.404785156,-1512197.2662963867,302500.0
11344,11413571.03125,-2987585.886657715,370000.0
11346,22316761.506835938,-5955548.5163116455,627500.0
11347,261821.08837890625,-172091.1123046875,50000.0
11348,15389778.564697266,-543107.4694900513,352500.0
11349,14677674.540283203,-2513474.4119417667,375000.0
11350,11442727.395019531,-6070854.2119140625,325000.0
11351,2609786.296875,-363552.6589355469,102500.0
11352,464387.3935546875,-35608.29650878906,32500.0
11356,2310952.012451172,-20442.918426513672,75000.0
11357,19075375.048980713,-2194785.571472168,342500.0
11358,27339975.313476562,-3240585.2707443237,567500.0
11359,71321811.06262207,-7604115.649391174,1210000.0
11360,539024.8337097168,-619525.0341796875,60000.0
11361,2071396.376800537,-1634022.6594238281,117500.0
11362,1727736.3757324219,-640796.5887451172,100000.0
11366,4990242.243469238,-1200388.0499267578,197500.0
11367,718272.953125,-79479.69848632812,30000.0
11369,26844534.374023438,-2292531.5458688736,627500.0
11370,6933493.608642578,-4653293.884140015,260000.0
11371,19506015.981445312,-6145649.222732544,522500.0
11372,22948361.885742188,-9337101.179992676,642500.0
11374,27591281.665161133,-6081833.238563538,792500.0
11375,9784281.540039062,-4232318.6156311035,362500.0
11376,2089031.3596954346,-790121.8901824951,195000.0
11380,5333651.838134766,-968373.8506469727,162500.0
11392,9318587.208148956,-2043364.1940307617,327500.0
11394,1520359.171447754,-461052.17572021484,132500.0
11396,15378071.795410156,-8412994.374084473,490000.0
11399,18763848.713233948,102266.2039642334,580000.0
11400,5191.495918273926,-104221.68505859375,47500.0
11401,3558571.0841064453,-1789269.7280273438,197500.0
11406,5621917.0029296875,-1476630.8089904785,200000.0
11409,1308885.9981689453,161800.3419494629,117500.0
11410,13230517.431640625,-3834886.9244537354,327500.0
11411,4591066.957275391,-1244078.2616577148,230000.0
11412,2537605.434326172,217933.3701057434,110000.0
11413,3611619.992210388,-1694216.0556182861,230000.0
11414,1235172.0356445312,-247055.67985534668,82500.0
11415,24267021.15185547,-9914748.153167725,865000.0
11417,1367913.8843803406,-1178051.972290039,182500.0
11419,163031.20455932617,-209504.9983215332,75000.0
11420,4475230.965576172,-4275375.080810547,540000.0
11421,141785.45776367188,-279101.8115310669,57500.0
11422,43322848.85595703,-3003469.452484131,717500.0
11423,15305.830806732178,-228847.81762695312,75000.0
11424,1269677.1244544983,-2529989.2865600586,352500.0
11425,531224.953327179,-596431.6307373047,112500.0
11426,21836.86728668213,-45957.07568359375,72500.0
11427,498128.3087615967,-551994.2162475586,105000.0
11430,113128.92097473145,-295651.30738830566,132500.0
11434,16827124.83544922,-1003221.9166946411,462500.0
11435,47348915.172958374,-7240798.502902985,1090000.0
11436,63598526.18652344,-12673867.280160904,1090000.0
11437,47292082.2421875,-4779303.269145966,942500.0
11438,68673223.09082031,-5337265.350204468,1242500.0
11439,52453546.962402344,-6895011.734680176,907500.0
11440,11716140.383789062,669384.8894195557,382500.0
11441,25876944.050048828,244558.32720947266,567500.0
11442,55842332.72998047,-2182649.0771751404,985000.0
11443,3623194.135864258,-137670.6643218994,160000.0
11444,47441816.057128906,-7985342.006240845,912500.0
11445,4764561.633514404,-2262782.546813965,252500.0
11446,18076575.89996338,-1495145.7516965866,532500.0
11447,24150195.676574707,-279141.3779563904,727500.0
11448,45529687.43121338,-2019306.5121059418,1127500.0
11449,76516848.35375977,-7940480.026685715,1267500.0
11450,5018444.337890625,-1268110.1206970215,192500.0
11451,5715006.097244263,-1217846.0713882446,272500.0
11452,12003566.97265625,-377963.89743614197,365000.0
11453,16410040.305145264,-2962920.8836364746,447500.0
11454,7778834.19140625,-834168.359243393,212500.0
11455,15716753.0859375,-383794.9811954498,577500.0
11456,31124318.313232422,-981171.9549484253,772500.0
11457,16819851.6975708,-3284122.1814346313,512500.0
11458,6063116.587158203,-1767218.3321876526,267500.0
11459,37878871.98388672,-2297126.8868789673,950000.0
11460,5145465.038574219,-142115.5767211914,172500.0
11461,34166688.412323,-4544106.486698151,645000.0
11462,114319247.53222656,-9664286.27970314,1767500.0
11463,36460259.078125,-9219922.369659424,752500.0
11464,311423558.63916016,-34897822.352436066,4840000.0
11465,39600434.10888672,-3337089.806158066,982500.0
11466,9995335.032226562,-944647.3836803436,297500.0
11467,2282224998.240753,-442817453.66410303,27337500.0
11468,89814549.74645996,-7194854.955499649,1715000.0
11469,74849902.48706055,-13828537.030583382,1535000.0
11470,6681297.250732422,-2231176.874145508,260000.0
11471,19551360.874023438,-703642.3902587891,465000.0
11472,33787282.205566406,-3818616.3106307983,797500.0
11473,309517200.88378906,-35497945.15450549,4702500.0
11474,425418876.265625,-104275126.3901825,5647500.0
11475,7186427.103515625,-176470.03218078613,242500.0
11476,133062781.53027344,-24494033.160079956,2307500.0
11477,460524188.6209717,-51569860.322927475,5847500.0
11478,51262928.8604126,669299.2924003601,840000.0
11479,21843168.80078125,86796.98956298828,507500.0
11480,9352022.799804688,422947.65592193604,300000.0
11481,103765300.01147461,-1931462.9641526937,1900000.0
11482,3410756.1061401367,-606351.6070404053,135000.0
11483,2690520.6567382812,-322593.78338623047,112500.0
11484,10248242.273239136,-2179654.652774811,345000.0
11485,2541720.2592773438,-356781.85302734375,77500.0
11486,33005669.77783203,-6527637.457290649,605000.0
11487,2954653.787841797,-1060524.0018310547,130000.0
11488,60083493.24658203,-6263359.897409439,1060000.0
11489,6742731.721618652,945650.3581542969,215000.0
11490,5286587.5478515625,-741205.9405441284,250000.0
11491,5598846.0361328125,101923.51602172852,155000.0
11492,1384057.7377929688,-457917.0842285156,65000.0
11493,1118697.033203125,-31878.46255493164,50000.0
11494,4115771.1420898438,56036.11659240723,232500.0
11495,38921130.40966797,-7594532.814052582,1112500.0
11496,5804639.918701172,-1815509.8107910156,312500.0
11497,3040829.1103515625,-227647.12413024902,87500.0
11498,49318980.80859375,-6000136.2872161865,877500.0
11499,44455856.08935547,-8303974.519393921,810000.0
11500,7176429.244140625,-995047.6234369278,337500.0
11501,153558051.4814453,-21106043.218414307,2535000.0
11502,45066454.4732666,-6189476.914794922,1012500.0
11503,206042109.8987503,-36490631.062674046,3387500.0
11504,32923727.35498047,-6564415.163635254,635000.0
11505,51393162.893066406,-2521942.872821808,1122500.0
11506,54767825.95288086,-5498014.97154808,1177500.0
11507,36718237.576660156,-1156461.089623928,785000.0
11508,7588534.307922363,-2432689.4829559326,312500.0
11509,2256101.879386902,-136958.61953735352,132500.0
11510,45550271.302734375,-8661541.933319092,872500.0
11511,4324325.4231033325,-167452.70357894897,145000.0
11512,8201958.863257885,-3473630.3072509766,257500.0
11513,4196567.427246094,-406001.4976158142,235000.0
11514,13231483.981658936,-2811948.242614746,335000.0
11515,21076722.25592041,-8293383.738037109,635000.0
11516,12657210.932373047,-3369412.5733795166,455000.0
11517,34444257.14880371,-6683564.862518311,655000.0
11518,98036521.71359253,-12229770.961982727,2120000.0
11519,37602.714416503906,-1546766.9393310547,180000.0
11520,1662129.325805664,-559754.4315795898,87500.0
11521,1472277.0380859375,-262924.12200927734,85000.0
11522,18265395.020263672,-6734219.0037231445,447500.0
11523,6376018.291641235,-1731146.0169372559,200000.0
11524,4429118.803115845,-751258.7857055664,112500.0
11525,1914575.4184570312,-587221.0142211914,100000.0
11526,26012899.12158203,-541017.3766021729,282500.0
11527,8606212.619384766,-914605.8422851562,215000.0
11529,54545168.03466797,-9750882.971134424,1097500.0
11530,4366160.745849609,-437949.3381385803,172500.0
11534,128280131.42272949,-12379692.070508204,2615000.0
11535,286303675.40034485,-40857328.24248934,4365000.0
11536,2408913.5776367188,-1045731.8291015625,107500.0
11537,9661588.856933594,-3667951.5391845703,357500.0
11538,25715528.244995117,-3492877.748025894,710000.0
11539,77210385.80419922,-11051027.802886963,1240000.0
11540,18043006.669189453,-3990733.750564575,497500.0
11546,4933934.768630981,-1070056.6780815125,240000.0
11547,16638211.80078125,-3080319.7479248047,532500.0
11548,39799097.09863281,-2742278.7301883698,837500.0
11549,35262137.14794922,-14868374.664505005,857500.0
11550,53262622.669921875,-9974246.516845703,995000.0
11551,9283629.486816406,-2315352.2819213867,295000.0
11555,4607364.821044922,-54183.21876525879,182500.0
11556,50580408.19152832,-18863666.6875,1317500.0
11558,4876922.612792969,-480355.44842529297,180000.0
11569,8848964.57788086,-2491050.6137695312,252500.0
11625,14363558.180175781,-3993883.06451416,327500.0
11626,678521.3407745361,-936569.5358886719,57500.0
11629,6353390.482955933,-1741022.9642333984,190000.0
11655,5859506.186447144,-1714723.2587890625,225000.0
11656,7050044.549682617,-1721658.4093017578,290000.0
11657,611183.667175293,62003.10149383545,75000.0
11663,772203.0422363281,-508305.94189453125,60000.0
11671,2376867.540283203,-723154.01171875,97500.0
11755,10661259.819824219,-2916468.9227371216,265000.0
11756,1730366.5717163086,-285020.5245361328,60000.0
11758,2916292.2325439453,-956172.4717712402,142500.0
11762,43898877.72241211,-12823975.01897049,1092500.0
11763,9136059.776855469,-2523322.966430664,242500.0
11765,68363869.05371094,-20217504.407627106,1025000.0
11766,247842806.73784637,-78721094.51189423,3480000.0
11767,176913952.91601562,-21840705.733016968,2045000.0
11769,38456951.517333984,-12719702.460388184,702500.0
11771,23876052.55609131,-10138044.877227783,545000.0
11774,8461900.081054688,-3086759.023742676,357500.0
11775,1439545719.755127,-149644258.71449947,9205000.0
11776,35550308.294433594,-3776431.2812423706,712500.0
11778,5023631.171920776,-1407569.6105651855,275000.0
11779,77720333.6225586,-13305568.38022852,1742500.0
11781,529511525.07629395,-104229938.24774933,4300000.0
11783,39498547.05175781,-8007180.281982422,630000.0
11784,62779213.78417969,-6912874.126513481,937500.0
11785,24965405.640563965,-8530344.65625,707500.0
11786,2790061.408203125,-1025050.3520507812,132500.0
11787,13473148.757629395,-7194190.928825378,485000.0
11789,48106088.482421875,-12059648.467628479,912500.0
11790,47979318.91723633,-8717729.41810608,755000.0
11791,45041412.91664696,-12137044.48802185,890000.0
11792,84421402.44067383,-17367068.402565002,1657500.0
11796,3819271.8681640625,-1670242.9504394531,145000.0
11797,56659217.77370834,-15527246.371948242,975000.0
11798,2474870.7729492188,-941284.0779418945,75000.0
11799,200956529.8330078,-27428831.524074554,2702500.0
11800,3179666.899581909,-1358771.2999572754,180000.0
11802,6209905.464355469,-5354108.673950195,222500.0
11803,157882248.58569336,-27631584.02812195,2777500.0
11805,36397218.294921875,-7256575.849525452,655000.0
11806,17987549.830360413,-9959856.14718628,510000.0
11807,2529656.2126693726,130040.99227905273,120000.0
11808,308662387.94921875,-56681671.385682106,3825000.0
11810,421029712.9505615,-88068078.85204697,4670000.0
11811,152358488.9272461,-23227860.358413696,1617500.0
11812,41002081.440338135,-2771295.927623749,762500.0
11814,85064235.9296875,-15296876.854049683,1700000.0
11817,3617272.5444335938,-1493050.779411316,187500.0
11820,54394070.13357544,-17455443.780334473,957500.0
11821,128742595.28245735,-22733649.153274536,1372500.0
11822,2217797.0478515625,-779993.9479827881,122500.0
11825,2315837.366973877,-3928329.027069092,175000.0
11827,351341060.28100586,-32950084.880981445,1875000.0
11829,1837161.927734375,-648972.0634460449,132500.0
11830,189244487.22192383,-33171854.634043694,1592500.0
11831,3812481.883178711,-238015.56842041016,105000.0
11832,15501106.101074219,-3445824.2994766235,362500.0
11835,629979086.0136719,-55068475.52218628,3662500.0
11836,5278442.4296875,-1191735.3997802734,132500.0
11837,9390777.734771729,-2293755.500656128,422500.0
11840,12807492.5859375,-485219.77255249023,322500.0
11845,4616595.225097656,-2412249.8447265625,170000.0
11846,6001296.186698914,-220095.8933429718,230000.0
11849,113144774.0545044,-18585553.861206055,1202500.0
11852,2970459.263534546,-762737.6553649902,162500.0
11853,2526632.5091485977,-1527100.473022461,147500.0
11854,1099423.383644104,-183026.0842514038,82500.0
11855,7240588.1875,-2909264.267852783,235000.0
11856,28341685.212921143,-9574613.81755066,810000.0
11858,40334800.30578613,-8661770.87109375,560000.0
11859,1275260.4599609375,183249.159866333,55000.0
11860,20096625.82170105,-5715800.785373688,585000.0
11861,16207827.888763428,-567511.8512115479,267500.0
11863,135304301.1415863,-41759711.67066574,1952500.0
11864,933137.184138298,-189146.58484649658,87500.0
11865,68411285.07202148,-24561138.345489502,1622500.0
11866,33184364.702148438,-2010613.9207000732,900000.0
11867,11355528.048339844,-2879076.2454833984,367500.0
11868,6742279.283691406,-1519262.957824707,210000.0
11869,321618921.99768066,-37740476.03258896,2922500.0
11870,4483864.2861328125,-521252.6879501343,177500.0
11871,54411617.3762207,-6245127.987045288,1085000.0
11872,3578804.7905273438,416913.3443956375,170000.0
11873,190881210.20214844,-25434021.09349823,2025000.0
11874,1972847.2739868164,-414884.01904296875,85000.0
11875,7137152.583496094,-1938437.056640625,212500.0
11876,458128174.84765625,-66530392.02709961,4617500.0
11877,1159267.7275390625,-227829.6506652832,60000.0
11879,5085787.258300781,-1763827.0029296875,132500.0
11880,28687209.82681465,-6027833.797225952,597500.0
11881,28442200.82421875,-2657944.8159179688,352500.0
11882,154699144.3552246,-24636740.853165627,2442500.0
11883,1597465.5395507812,-612860.814453125,57500.0
11884,2847595.1158447266,-1285808.1821289062,127500.0
11886,15679897.966796875,-3746367.28125,242500.0
11887,5587906.093454361,-1343376.6450443268,227500.0
11888,2721065.6240234375,-1957312.364868164,127500.0
11889,192487159.2097168,-35917538.55091858,2172500.0
11891,38381334.22584534,-5681863.351330757,1097500.0
11892,3405327.9345703125,-662339.2369384766,125000.0
11893,6516760.478515625,-1369919.7299804688,170000.0
11894,993970.3416290283,80243.61166381836,75000.0
11895,786285.8979492188,-316177.3427734375,50000.0
11896,9075982.714355469,-948046.5261230469,155000.0
11897,585023621.678875,-110762720.13926697,6805000.0
11899,1310643.821378708,-452426.24865722656,112500.0
11900,59427576.05175781,-14597281.338378906,962500.0
